id,magnitude,location,date,longitude,latitude,depth
iscgem903528,5.71,"94 km S of Adak, Alaska",3/23/1936,-176.371,51.038,25
ci3363504,2.31,"10km N of Glendora, CA",3/24/1936,-117.852,34.2256667,0
ci3363505,2.5,"19km NW of Tehachapi, CA",3/24/1936,-118.5815,35.2601667,6
iscgem903532,5.7,Reykjanes Ridge,3/25/1936,-33.567,57.837,15
iscgem903533,5.94,Reykjanes Ridge,3/25/1936,-32.963,57.877,15
iscgem903534,5.55,Reykjanes Ridge,3/25/1936,-32.737,57.796,15
iscgemsup903535,,"5 km WNW of Ágioi Theódoroi, Greece",3/26/1936,23.079,37.947,15
ushis1136,4.5,"25 km N of Gabbs, Nevada",3/27/1936,-117.9,39.1,
ci3363506,3.25,"48km WNW of San Miguel Is., CA",3/27/1936,-120.8645,34.1456667,6
ci3363507,3.26,"24km SW of Malibu, CA",3/27/1936,-118.989,33.8428333,6
ci3363508,2.31,"18km E of Big Bear City, CA",3/29/1936,-116.645,34.2661667,6
ci3363509,2.54,"18km NNW of Santa Cruz Is. (E end), CA",3/29/1936,-119.611,34.17,6
iscgemsup903536,5.35,"12 km S of Gjakovë, Kosovo",3/30/1936,20.412,42.273,10
ci3363510,2.65,"16km ESE of Kernville, CA",4/1/1936,-118.2615,35.695,6
iscgem903538,7.75,"161 km SE of Sarangani, Philippines",4/1/1936,126.379,4.264,35
iscgemsup903540,,"112 km S of Kavieng, Papua New Guinea",4/2/1936,150.912,-3.58,25
iscgem903541,6.68,"217 km SE of Sarangani, Philippines",4/2/1936,126.655,3.838,35
iscgem903542,6.35,"85 km S of Kavieng, Papua New Guinea",4/2/1936,150.86,-3.34,25
ci3363511,3.38,"4km W of Barstow, CA",4/3/1936,-117.0631667,34.898,6
ci3363512,1.96,"4km E of Long Beach, CA",4/5/1936,-118.1193333,33.8101667,6
iscgemsup903545,,"Izu Islands, Japan region",4/5/1936,141.106,30.676,80
ci3363513,2.81,"22km NNW of Borrego Springs, CA",4/6/1936,-116.4786667,33.4336667,6
ci3363514,2.89,"1km SSW of Lakewood, CA",4/6/1936,-118.1383333,33.8465,6
ci3363515,2.6,"10km ESE of Kernville, CA",4/7/1936,-118.328,35.7178333,6
ci3363526,3.39,"9km NW of Tecolots, B.C., MX",4/7/1936,-115.0381667,32.6311667,6
ci3363527,3.27,"14km SW of Hermosillo, B.C., MX",4/7/1936,-115.0235,32.42,6
ci3363641,3.42,"51km S of Estacion Coahuila, B.C., MX",4/7/1936,-115.0818333,31.7368333,6
ci3363528,3.87,"13km WNW of Tecolots, B.C., MX",4/8/1936,-115.1201667,32.593,6
ci3363529,4.68,"10km SW of Tecolots, B.C., MX",4/8/1936,-115.05,32.5,6
ci3363531,2.23,"22km NW of Santa Barbara Is., CA",4/8/1936,-119.2131667,33.6215,6
ci3363532,3.61,"14km SE of Puebla, B.C., MX",4/8/1936,-115.2381667,32.4903333,6
ci3363533,3.77,"75km S of Alberto Oviedo Mota, B.C., MX",4/8/1936,-115.2875,31.5586667,6
iscgem903549,5.48,"5 km ESE of Rupite, Bulgaria",4/8/1936,23.301,41.431,15
ci3363535,4.29,"12km WSW of Tecolots, B.C., MX",4/9/1936,-115.1036667,32.5226667,6
iscgemsup903551,5.41,"80 km ESE of Kyzyl-Eshme, Kyrgyzstan",4/9/1936,73.166,39.368,15
ci3363537,3.02,"9km WNW of Garnet, CA",4/9/1936,-116.6313333,33.9353333,6
iscgem903552,6.09,"72 km SSE of Lata, Solomon Islands",4/10/1936,165.979,-11.36,35
ci3363538,2.42,"3km NE of Glendora, CA",4/10/1936,-117.8445,34.1618333,0.01
iscgem903554,5.68,"13 km SSE of Sinolon, Philippines",4/11/1936,124.878,6.138,25
iscgem903555,5.86,"144 km NW of Bayan Nur, China",4/11/1936,106.386,41.807,15
ci3363540,2.17,"2km ENE of Glendora, CA",4/12/1936,-117.8508333,34.1413333,0.01
iscgem903556,5.7,"39 km E of San Julian, Philippines",4/12/1936,125.812,11.703,15
ci3363541,2.56,"5km W of Beaumont, CA",4/12/1936,-117.0281667,33.9351667,11.02
iscgemsup903557,,"154 km SSW of Colonia, Micronesia",4/12/1936,137.618,8.211,15
ci3363543,1.84,"8km WSW of Laguna Beach, CA",4/12/1936,-117.8588333,33.5016667,6
ci3363544,2.41,"17km WNW of Searles Valley, CA",4/12/1936,-117.5796667,35.8101667,6
iscgem903559,6.81,"223 km SSW of Colonia, Micronesia",4/13/1936,137.603,7.565,15
ci3363545,3.3,"9km NW of Julian, CA",4/14/1936,-116.6586667,33.1421667,6
ci3363546,3.19,"72km SW of Alberto Oviedo Mota, B.C., MX",4/14/1936,-115.6428333,31.7138333,6
ci3363547,3.64,"14km SSW of Hermosillo, B.C., MX",4/14/1936,-115.0056667,32.4056667,6
ci3363548,2.13,"3km NE of Glendora, CA",4/15/1936,-117.8423333,34.1536667,0.01
ci3363549,2.41,"19km NNE of Avalon, CA",4/15/1936,-118.2513333,33.4976667,6
ci3363550,2.44,"23km SSE of San Pedro, CA",4/15/1936,-118.2295,33.5373333,6
iscgemsup903563,,"224 km SSW of Trenggalek, Indonesia",4/15/1936,111.078,-10.008,15
iscgemsup903564,5.31,"9 km WNW of Itháki, Greece",4/16/1936,20.631,38.408,10
ci3363539,2.98,"6km SW of Tijuana, B.C., MX",4/16/1936,-117.069,32.49,6
iscgem903565,5.75,"295 km ESE of Melekeok Village, Palau",4/16/1936,137.154,6.602,15
iscgem903567,5.73,"283 km E of Melekeok Village, Palau",4/16/1936,137.175,7.132,15
ci3363552,2.46,"24km E of Barstow, CA",4/16/1936,-116.7588333,34.901,6
iscgemsup903571,5.38,"80 km NW of Bandar Abbas, Iran",4/18/1936,55.67,27.667,15
ci3363553,2.64,"18km NNE of Glendora, CA",4/18/1936,-117.8131667,34.2906667,0
ci3363554,1.98,"5km E of Agoura Hills, CA",4/18/1936,-118.723,34.142,6
ci3363555,4.08,"12km WNW of Tecolots, B.C., MX",4/18/1936,-115.109,32.5941667,6
ci3363556,2.17,"2km E of Glendora, CA",4/18/1936,-117.8461667,34.1333333,0.01
ci3363557,3.09,"16km WNW of Delta, B.C., MX",4/19/1936,-115.357,32.3945,6
iscgem903573,7.27,"61 km NW of Gizo, Solomon Islands",4/19/1936,156.508,-7.656,20
iscgem903574,6.48,"171 km S of Port Blair, India",4/19/1936,92.735,10.116,35
ci3363558,2.72,"1km NNW of Rolling Hills, CA",4/20/1936,-118.3576667,33.7663333,6
ci3363559,2.16,"1km WSW of Lomita, CA",4/20/1936,-118.3261667,33.7895,6
ci3363560,2.5,"11km ENE of Aguanga, CA",4/20/1936,-116.7591667,33.4866667,6
iscgem903577,5.76,"45 km ENE of Bandar-e Lengeh, Iran",4/21/1936,55.321,26.664,15
ci3363561,3.37,"34km ENE of Coso Junction, CA",4/21/1936,-117.6125,36.1801667,6
ci3363562,3.25,"20km ESE of Twentynine Palms, CA",4/22/1936,-115.8911667,34.0461667,6
iscgem903578,5.96,central Mid-Atlantic Ridge,4/22/1936,-18.561,-0.587,15
ci3363563,2.27,"4km N of Fontana, CA",4/22/1936,-117.452,34.1291667,0.28
ci3363565,2.07,"2km NW of Charter Oak, CA",4/24/1936,-117.8583333,34.1155,0.01
iscgem903579,6.09,"Rat Islands, Aleutian Islands, Alaska",4/24/1936,179.205,50.123,15
ci3363566,3.11,"4km NNE of Thousand Palms, CA",4/24/1936,-116.3743333,33.8535,6
iscgemsup903580,,"20 km NE of Kefamenanu, Indonesia",4/24/1936,124.63,-9.333,25
ci3363567,1.96,"15km NNE of Altadena, CA",4/25/1936,-118.0453333,34.303,0.01
ci3363568,3.59,"9km N of Coso Junction, CA",4/25/1936,-117.9365,36.1215,6
iscgem903582,5.6,"18 km ESE of Bacong, Philippines",4/25/1936,124.714,9.659,25
ci3363569,2.29,"3km ESE of San Pedro, CA",4/25/1936,-118.2645,33.7258333,6
ci3363570,2.57,"12km SE of Olancha, CA",4/25/1936,-117.894,36.22,6
ci3363571,2.78,"13km E of Calipatria, CA",4/26/1936,-115.371,33.11,6
iscgemsup903585,,"31 km E of Finschhafen, Papua New Guinea",4/26/1936,148.132,-6.562,15
ci3363572,3.24,"8km NNE of Coso Junction, CA",4/27/1936,-117.922,36.1133333,6
iscgem903587,6.7,"93 km SSW of Luocheng, China",4/27/1936,103.658,28.61,15
iscgem903588,5.91,"93 km SW of Luocheng, China",4/27/1936,103.433,28.718,15
iscgem903589,5.78,"56 km SW of Leshan, China",4/27/1936,103.293,29.262,15
ci3363573,2.06,"2km NNW of Huntington Beach, CA",4/27/1936,-118.01,33.71,6
iscgemsup903591,,"58 km WNW of Sandy Bay, Honduras",4/27/1936,-87.035,16.595,15
ci3363574,2.31,"7km NW of Camp Pendleton North, CA",4/27/1936,-117.359,33.368,6
ci3363575,3.12,"10km N of San Clemente Is. (SE tip), CA",4/28/1936,-118.3398333,32.9096667,0.32
iscgem903594,6.21,"22 km SE of Honiara, Solomon Islands",4/28/1936,160.064,-9.601,35
ci3363577,2.25,"21km SW of Santa Barbara Is., CA",4/28/1936,-119.2126667,33.3338333,6
iscgemsup903595,,"281 km NE of Lospalos, Timor Leste",4/28/1936,128.883,-6.806,195
ci3363578,2.93,"13km SSE of Ocotillo Wells, CA",4/29/1936,-116.0855,33.0361667,6
iscgem903596,5.62,"283 km ESE of Melekeok Village, Palau",4/29/1936,137.034,6.582,15
iscgem903597,5.77,"80 km SSW of Luocheng, China",4/29/1936,103.679,28.728,15
iscgemsup903598,,"23 km ESE of Astypálaia, Greece",4/29/1936,26.598,36.495,15
iscgemsup903599,,Macquarie Island region,4/29/1936,156.485,-57.41,15
ci3363579,4.66,"78km SE of Maneadero, B.C., MX",4/29/1936,-116.0495,31.1676667,6
iscgem903600,5.71,"Izu Islands, Japan region",4/30/1936,143.026,31.351,15
ci3363581,3.31,"21km NNW of Piru, CA",5/3/1936,-118.886,34.5863333,6
ci3363582,2.3,"18km S of Gorman, CA",5/3/1936,-118.8478333,34.6396667,6
ci3363583,3.36,"19km NNW of Piru, CA",5/3/1936,-118.8756667,34.5763333,6
ci3363584,2.54,"3km SE of Norco, CA",5/3/1936,-117.5226667,33.915,6
ci3363585,3.38,"20km NNW of Piru, CA",5/3/1936,-118.8671667,34.5865,6
ci3363586,3.45,"10km SE of Kernville, CA",5/3/1936,-118.3363333,35.6991667,6
ci3363587,2.94,"1km ENE of Studio City, CA",5/4/1936,-118.3818333,34.1466667,6
ci3363588,2.46,"6km NNE of Palm Desert, CA",5/5/1936,-116.3388333,33.7696667,6
iscgem903609,6.18,"200 km WSW of Kavieng, Papua New Guinea",5/6/1936,149.047,-3.02,15
ci3363589,1.8,"2km N of San Dimas, CA",5/6/1936,-117.804,34.1288333,0
iscgemsup903610,,"35 km NNE of Pucallpa, Peru",5/6/1936,-74.422,-8.088,150
ci3363590,1.82,"3km SSE of Wrightwood, CA",5/6/1936,-117.6195,34.333,6
ci3363592,2.11,"1km SSW of Dana Point, CA",5/6/1936,-117.7006667,33.4623333,6
ci3363593,1.53,"3km NNW of Newport Beach, CA",5/6/1936,-117.9446667,33.6388333,6
ci3363594,2.43,"12km W of Searles Valley, CA",5/6/1936,-117.5411667,35.7585,6
iscgem903611,5.53,"29 km NNE of B?z?rak, Afghanistan",5/7/1936,69.611,35.563,15
ci3363595,3.43,"16km NE of Ocotillo, CA",5/7/1936,-115.8845,32.8511667,6
ushis1140,4.5,"21 km SSW of Salton City, California",5/7/1936,-116.083,33.133,16
ci3363596,4.41,"11km SW of Salton City, CA",5/7/1936,-116.0251667,33.2156667,6
ci3363597,2.84,"7km NNW of Ocotillo Wells, CA",5/7/1936,-116.1633333,33.2048333,6
iscgemsup903614,,"106 km NNE of Paciran, Indonesia",5/8/1936,112.833,-6.034,600
iscgem903615,5.87,"82 km SSW of Luocheng, China",5/8/1936,103.618,28.732,15
iscgemsup903616,,"84 km WNW of Tyonek, Alaska",5/9/1936,-152.608,61.346,130
ci3363598,1.76,"5km S of Huntington Beach, CA",5/9/1936,-117.997,33.6498333,6
ci3363599,2.31,"5km SSE of Lake Henshaw, CA",5/9/1936,-116.748,33.1955,6
ushis1142,4.5,"17 km NNW of Mineral, California",5/10/1936,-121.65,40.5,
iscgem903622,5.77,"10 km ENE of Sarupathar, India",5/10/1936,96.904,26.245,15
ci3363601,4.78,"25km N of Dixon Lane-Meadow Creek, CA",5/11/1936,-118.4156667,37.6115,6
ci3363644,3.52,"40km NNW of Stovepipe Wells, CA",5/11/1936,-117.3631667,36.9163333,6
iscgem903624,6.4,"109 km SSE of Kokopo, Papua New Guinea",5/12/1936,152.744,-5.206,25
ci3363603,2.93,"11km NE of Aguanga, CA",5/12/1936,-116.7895,33.5173333,6
ci3363604,2.23,"14km NE of Anza, CA",5/15/1936,-116.5741667,33.653,6
ci3363605,3.92,"26km N of Dixon Lane-Meadow Creek, CA",5/15/1936,-118.3906667,37.6225,6
iscgem903627,5.79,"74 km SSW of Luocheng, China",5/16/1936,103.637,28.809,15
iscgem903628,6.85,"92 km SSW of Luocheng, China",5/16/1936,103.667,28.616,15
ci3363606,3.09,"2km S of Muscoy, CA",5/16/1936,-117.346,34.1363333,3.68
ci3363607,2.13,"4km SSE of Moreno Valley, CA",5/17/1936,-117.2103333,33.8953333,16.45
ci3363608,1.78,"4km ENE of Agoura Hills, CA",5/17/1936,-118.7368333,34.148,6
iscgemsup903631,,"12 km W of Paltin, Romania",5/18/1936,26.55,45.778,80
iscgemsup903632,,"99 km SSE of Katabu, Indonesia",5/19/1936,122.884,-5.752,25
ci3363609,1.78,"4km SE of Rossmoor, CA",5/19/1936,-118.0548333,33.7545,6
iscgemsup903633,,"108 km NNE of Paciran, Indonesia",5/19/1936,112.803,-5.994,595
iscgem903634,5.44,"64 km WSW of Turpan, China",5/20/1936,88.45,42.735,15
ci3363611,2.45,"1km NNW of Indio, CA",5/20/1936,-116.2176667,33.7266667,6
iscgem903635,6.41,"Flores region, Indonesia",5/20/1936,123.814,-8.945,70
iscgemsup903636,,"106 km W of Pariaman, Indonesia",5/20/1936,99.165,-0.582,53
iscgem903637,5.94,"196 km W of Pariaman, Indonesia",5/20/1936,98.382,-0.954,35
iscgemsup903638,,"20 km WSW of Talisay, Philippines",5/20/1936,120.438,13.877,155
iscgem903639,6.78,"3 km NNE of Malango, Solomon Islands",5/20/1936,159.732,-9.67,15
ci3363612,3.06,"12km W of Parkfield, CA",5/21/1936,-120.559,35.8835,6
ci3363602,3.52,"40km NNW of Stovepipe Wells, CA",5/21/1936,-117.363,36.9166667,6
iscgem903640,6.2,north of the Solomon Islands,5/21/1936,154.465,-1.399,35
iscgem903641,6.21,"21 km SE of Candelaria, Argentina",5/22/1936,-65.684,-32.212,15
ci3363613,2.25,"4km S of Agoura Hills, CA",5/22/1936,-118.7693333,34.0978333,6
iscgem903643,6.02,"215 km E of Tadine, New Caledonia",5/23/1936,169.96,-21.421,35
ci3363614,2,"11km E of Aguanga, CA",5/23/1936,-116.7471667,33.4598333,6
ci3363615,2.81,"4km NNE of Cabazon, CA",5/23/1936,-116.7775,33.949,6
ci3363616,3.98,"8km SE of Greenfield, CA",5/23/1936,-121.173,36.2758333,6
ci3363617,2.59,"26km W of Rancho Palos Verdes, CA",5/25/1936,-118.667,33.75,6
iscgem903647,6.28,"154 km SSW of Lorengau, Papua New Guinea",5/25/1936,146.701,-3.308,15
iscgemsup903648,,"190 km N of Madang, Papua New Guinea",5/25/1936,146.095,-3.527,25
ci3363618,2.91,"24km N of Ocotillo, CA",5/26/1936,-116.0098333,32.9496667,6
ci3363621,2.36,"16km NW of Borrego Springs, CA",5/27/1936,-116.4821667,33.3658333,6
iscgem903650,6.87,"28 km WNW of B?glung, Nepal",5/27/1936,83.32,28.378,15
ushis1144,4.5,Central California,5/28/1936,-121.17,36.5,
iscgem903652,5.87,"27 km W of Hengchun, Taiwan",5/28/1936,120.481,22.042,15
iscgem903653,6.58,northern East Pacific Rise,5/29/1936,-103.578,10.248,10
ci3363628,1.87,"2km E of Huntington Beach, CA",6/1/1936,-117.9781667,33.6918333,6
ci3363630,2.61,"4km WNW of Crestline, CA",6/1/1936,-117.3233333,34.259,6
ci3363629,2.94,"11km E of Gorman, CA",6/2/1936,-118.7395,34.8148333,6
ci3363631,2.22,"2km SE of La Habra, CA",6/2/1936,-117.9296667,33.914,6
iscgem903660,6.19,"74 km S of Shizunai-furukawach?, Japan",6/3/1936,142.265,41.671,35
ushis1145,5.8,"191 km WSW of Ferndale, California",6/3/1936,-126.45,40.16,
iscgem903661,6.07,"123 km WSW of Ferndale, California",6/3/1936,-125.676,40.313,10
iscgemsup903662,,"75 km SSE of Shikotan, Russia",6/3/1936,146.936,43.136,35
ci3363632,1.71,"4km NNE of Malibu Beach, CA",6/4/1936,-118.6663333,34.0636667,6
ci3363633,2.48,"2km ENE of Glendora, CA",6/4/1936,-117.844,34.147,0.01
iscgem903664,5.8,"148 km SE of Hasaki, Japan",6/4/1936,142.04,34.836,15
ci3363634,2.41,"8km NE of Lakeside, CA",6/5/1936,-116.8513333,32.8971667,6
iscgem903666,5.86,"68 km E of Gorontalo, Indonesia",6/5/1936,123.677,0.505,35
ci3363635,2.31,"16km NW of Castaic, CA",6/6/1936,-118.7496667,34.588,6
ci3363636,2.4,"14km WNW of Castaic, CA",6/6/1936,-118.7571667,34.543,6
iscgem903667,5.65,northern Mid-Atlantic Ridge,6/7/1936,-43.335,26.923,15
ci3363637,2.28,"12km SE of Idyllwild, CA",6/7/1936,-116.6441667,33.6571667,6
ci3363638,1.89,"4km SE of Marina del Rey, CA",6/7/1936,-118.4266667,33.9533333,6
iscgem903668,5.44,Norwegian Sea,6/7/1936,1.764,72.678,15
iscgem903669,5.68,Greenland Sea,6/7/1936,6.098,73.128,15
iscgem903672,6.03,"144 km WNW of Pariaman, Indonesia",6/10/1936,98.898,-0.172,35
iscgem903673,5.93,"104 km ENE of Turbat, Pakistan",6/10/1936,64.053,26.26,15
iscgemsup903674,,"139 km NNW of Finschhafen, Papua New Guinea",6/10/1936,147.253,-5.443,150
ci3363647,3.45,"48km ESE of Maneadero, B.C., MX",6/10/1936,-116.0806667,31.598,6
iscgem903675,5.81,"130 km NE of Turbat, Pakistan",6/11/1936,64.085,26.725,15
iscgem903676,5.67,northern Mid-Atlantic Ridge,6/11/1936,-38.649,33.707,15
ci3363648,3.39,"22km S of Estacion Coahuila, B.C., MX",6/11/1936,-115,32,6
iscgem903679,5.67,"140 km N of Ormara, Pakistan",6/11/1936,64.523,26.478,15
ci3363650,2.77,"14km NE of Avalon, CA",6/11/1936,-118.2281667,33.4361667,6
ci3363651,1.99,"9km SW of Anza, CA",6/12/1936,-116.7293333,33.4888333,6
ci3363652,2.65,"10km E of Ocotillo Wells, CA",6/13/1936,-116.0245,33.136,6
iscgemsup903681,5.43,"27 km SE of Al Qubbah, Libya",6/13/1936,22.427,32.571,15
ci3363654,2.26,"5km NE of Glendora, CA",6/14/1936,-117.8291667,34.1736667,0.01
iscgem903682,5.93,"85 km S of Ust’-Kamchatsk Staryy, Russia",6/14/1936,162.365,55.462,35
iscgemsup903683,5.23,Greenland Sea,6/14/1936,8.359,74.574,15
iscgem903684,5.74,"27 km W of ?skenderun, Turkey",6/15/1936,35.867,36.543,15
ci3363655,3.1,"16km SE of Ocotillo Wells, CA",6/15/1936,-116.001,33.0431667,6
iscgem903685,6.2,"123 km WNW of Hihifo, Tonga",6/16/1936,-174.765,-15.344,15
ci3363656,1.74,"21km N of Glendora, CA",6/16/1936,-117.878,34.321,0
ci3363657,2.44,"21km E of Big Bear City, CA",6/17/1936,-116.619,34.262,6
iscgem903689,5.51,"13 km N of Sapatgr?m, India",6/18/1936,90.103,26.454,15
iscgem903691,5.84,"6 km NNW of Sarupathar, India",6/20/1936,96.784,26.26,15
ushis1146,4.4,"14 km SSE of Lefors, Texas",6/20/1936,-100.773,35.31,5
iscgem903694,5.52,"87 km WNW of Santa Cruz da Graciosa, Portugal",6/20/1936,-28.937,39.387,15
iscgemsup903695,5.4,"149 km NW of Santa Cruz da Graciosa, Portugal",6/20/1936,-29.431,39.85,15
ci3363662,3.47,"6km SSW of Anza, CA",6/21/1936,-116.7026667,33.5055,6
ci3363661,2.16,"10km W of Palm Springs, CA",6/22/1936,-116.6381667,33.8353333,6
iscgemsup903700,,"4 km ENE of Motteggiana, Italy",6/22/1936,10.81,45.05,15
iscgem903703,5.85,northern Mid-Atlantic Ridge,6/23/1936,-45.067,13.497,15
ci3363663,2.4,"25km SSW of Newport Beach, CA",6/23/1936,-118.0131667,33.4046667,6
ci3363664,3.07,"27km NW of Avalon, CA",6/24/1936,-118.5298333,33.5185,6
ci3363665,3.28,"34km NNW of San Miguel Is., CA",6/24/1936,-120.4691667,34.3283333,6
iscgemsup903706,,"233 km SE of Shing?, Japan",6/26/1936,137.836,32.326,390
ci3363668,2.47,"10km SE of Idyllwild, CA",6/26/1936,-116.6418333,33.6778333,6
ci3363669,3.24,"70km E of Maneadero, B.C., MX",6/27/1936,-115.8365,31.6501667,6
ci3363670,3.38,"65km E of Maneadero, B.C., MX",6/27/1936,-115.8758333,31.689,6
iscgemsup903707,,Reykjanes Ridge,6/27/1936,-31.169,59.378,15
iscgem903708,5.45,Reykjanes Ridge,6/27/1936,-31.418,59.384,15
iscgem903710,5.87,"19 km SSE of Shikotan, Russia",6/28/1936,146.842,43.649,35
iscgem903711,5.92,"Izu Islands, Japan region",6/28/1936,142.264,31.934,15
iscgemsup903712,,"Izu Islands, Japan region",6/29/1936,142.181,31.668,15
iscgemsup903713,,"41 km SSE of Jurm, Afghanistan",6/29/1936,70.977,36.507,205
ci3363671,2.64,"5km NE of Ocotillo Wells, CA",6/30/1936,-116.0961667,33.1755,6
ci3363674,2.59,"10km SSW of Anza, CA",7/1/1936,-116.7246667,33.4808333,6
ci3363675,2.62,"10km NNE of Ridgecrest, CA",7/1/1936,-117.6223333,35.6978333,0.23
ci3363676,2.09,"2km ESE of Glendora, CA",7/2/1936,-117.8406667,34.132,0.01
ushis1147,5,"37 km W of Kingston, Nevada",7/3/1936,-117.5,39.2,
iscgem903728,6.27,"111 km WNW of Kirakira, Solomon Islands",7/3/1936,161,-10.02,35
ci3363677,2.18,"2km WNW of Anza, CA",7/3/1936,-116.6971667,33.5625,6
iscgemsup903730,,"6 km NE of Huaquirca, Peru",7/4/1936,-72.853,-14.297,15
iscgem903731,5.65,"141 km NNE of Langsa, Indonesia",7/4/1936,98.592,5.581,15
ci3363679,2.44,"6km ENE of Big Bear City, CA",7/5/1936,-116.7866667,34.2928333,6
ci3363680,2.06,"4km WNW of Newport Beach, CA",7/5/1936,-117.967,33.6263333,6
ci3363681,2.28,"22km SSW of Malibu, CA",7/6/1936,-118.8663333,33.8108333,6
iscgem903734,6.78,"77 km ESE of Pondaguitan, Philippines",7/6/1936,126.804,6.04,35
iscgem903735,5.75,"253 km N of Tobelo, Indonesia",7/6/1936,127.624,3.984,15
ci3363694,2.74,"3km ENE of Aguanga, CA",7/6/1936,-116.8345,33.453,6
iscgem903736,5.69,"220 km SSW of Sofifi, Indonesia",7/7/1936,127.009,-1.174,25
ci3363695,1.98,"2km ENE of Glendora, CA",7/7/1936,-117.8395,34.1428333,0.01
ci3363696,2.17,"7km WSW of Port Hueneme, CA",7/8/1936,-119.261,34.125,6
ci3363697,2.07,"6km N of Ventura, CA",7/8/1936,-119.236,34.333,6
ci3363698,2.11,"3km N of Ventura, CA",7/8/1936,-119.23,34.3,6
ci3363699,1.64,"2km WNW of Aliso Viejo, CA",7/9/1936,-117.7495,33.572,6
iscgemsup903740,,"82 km E of Kinablangan, Philippines",7/11/1936,127.298,7.733,15
ci3363701,2.08,"5km SE of Carson, CA",7/11/1936,-118.2428333,33.7975,6
ci3363702,3.84,"16km NE of Lone Pine, CA",7/11/1936,-117.9345,36.6775,6
ci3363703,3.64,"12km NE of Lone Pine, CA",7/11/1936,-117.9695,36.6596667,6
ci3363704,2.2,"10km WSW of Anza, CA",7/11/1936,-116.764,33.5095,6
ci3363706,3.19,"11km NE of Lone Pine, CA",7/11/1936,-117.9863333,36.6581667,6
ci3363707,3.47,"64km S of Maneadero, B.C., MX",7/12/1936,-116.4851667,31.1483333,6
iscgem903741,5.92,"122 km SE of Pangai, Tonga",7/12/1936,-173.442,-20.512,15
ci3363708,3.67,"67km SE of Maneadero, B.C., MX",7/12/1936,-116.0928333,31.2748333,6
iscgem903742,7.52,"83 km NNE of Taltal, Chile",7/13/1936,-70.155,-24.718,35
ci3363709,2.76,"13km W of Isla Vista, CA",7/14/1936,-120.002,34.407,6
ci3363710,2.1,"2km SE of Glendora, CA",7/14/1936,-117.8525,34.1216667,0.01
ci3363711,2.36,"4km SSW of Huntington Beach, CA",7/15/1936,-118.0256667,33.6588333,6
iscgemsup903745,,"Izu Islands, Japan region",7/15/1936,142.198,31.238,15
iscgem903747,5.99,"3 km SW of Garrett, Washington",7/16/1936,-118.429,46.031,10
ci3363712,2.73,"16km NE of Bombay Beach, CA",7/18/1936,-115.6193333,33.4566667,6
ci3363713,2.12,"23km NE of Santa Barbara Is., CA",7/18/1936,-118.901,33.6265,6
ci3363714,2.22,"3km SSW of Fontana, CA",7/20/1936,-117.4645,34.0753333,17.53
ci3363715,2.44,"4km SSW of Palm Springs, CA",7/20/1936,-116.554,33.7916667,6
ci3363716,2.5,"14km NW of Adelanto, CA",7/20/1936,-117.518,34.673,6
iscgemsup903751,,"24 km NNE of Taichung, Taiwan",7/21/1936,120.778,24.349,10
ci3363717,2.38,"1km NW of Charter Oak, CA",7/21/1936,-117.8561667,34.1118333,0.01
ci3363718,2.86,"35km ENE of Santa Ynez, CA",7/22/1936,-119.7391667,34.7556667,6
ci3363719,3.29,"3km NNE of Glen Avon, CA",7/22/1936,-117.4728333,34.0335,17.42
iscgemsup903753,5.41,"42 km NNW of Sohbatpur, Pakistan",7/22/1936,68.306,28.847,15
iscgem903754,6.04,"135 km SE of Pangai, Tonga",7/23/1936,-173.624,-20.829,15
iscgem903755,5.69,"Izu Islands, Japan region",7/23/1936,141.525,30.545,15
ci3363720,1.7,"12km SSE of Las Flores, CA",7/24/1936,-118.6011667,33.9375,6
ci3363721,2.35,"5km NE of Glendora, CA",7/25/1936,-117.8305,34.1655,0.01
ci3363722,3.08,"5km NW of Newport Beach, CA",7/25/1936,-117.9701667,33.6433333,6
iscgem903756,6.63,"79 km SSW of Antofagasta, Chile",7/26/1936,-70.768,-24.28,35
iscgemsup903757,,"176 km SSW of Muncar, Indonesia",7/28/1936,113.935,-9.982,35
iscgem903758,6.13,"54 km WSW of Wewak, Papua New Guinea",7/28/1936,143.158,-3.672,35
ci3363723,2.73,"10km ESE of Idyllwild, CA",7/28/1936,-116.6175,33.7166667,6
iscgem903759,6.04,"61 km SSE of Aitape, Papua New Guinea",7/28/1936,142.499,-3.669,15
ci3363724,3.7,"9km ENE of Aguanga, CA",7/29/1936,-116.7805,33.4883333,6
ci3363725,2.89,"2km W of Indio, CA",7/30/1936,-116.2343333,33.7236667,6
ci3363726,2.46,"17km W of Wrightwood, CA",7/30/1936,-117.8186667,34.3396667,0.01
ci3363727,2.71,"15km NNW of Santa Barbara, CA",7/30/1936,-119.7441667,34.5493333,0.6
iscgemsup903761,,"117 km NE of Neiafu, Tonga",7/30/1936,-173.182,-17.919,35
iscgem903764,6.16,"61 km S of Tianshui, China",8/1/1936,105.736,34.029,15
iscgemsup903765,,"36 km SW of El Pescadero, Mexico",8/1/1936,-110.392,23.112,15
ci3363728,1.95,"8km N of Glendora, CA",8/2/1936,-117.8631667,34.2056667,0.01
ci3363729,3.32,"3km NNE of Good Hope, CA",8/2/1936,-117.2573333,33.7871667,3.9
